Grid,Name,Sector,Affiliation,Suns,Moons,Population,Climate,Terrain
J-13,Simocadia,,Galactic Republic Confederacy of Independent Systems,,,,,Mountains
J-13,Trunska,,Galactic Republic Galactic Empire New Republic,,,,,Rocky
J-13,Tyybann,,,,,,,
J-13,Walalla,,Galactic Empire New Republic,,,,,
J-13,Zardossa Stix,,Frangawl Cult,,,,,Desert
J-13,Qalita,Prime,New Republic,,,,,
J-13,Almagest,The,,,,,,
J-14,Bos-Una,,,,,,,
J-14,Buoyant,,,,,,,Forests Grasslands Savannas Arid wastes
J-14,Chrenthoan Abyss Chrenthoa,,,,,,,
J-14,Ephemera,,Galactic Empire,,,,,Gaseous
J-14,Guagenia Guagenian,,,,,,,
J-14,Jandur,,New Republic,,,,,
J-14,K'taktaxka,,,,,,,
J-14,Korbin,,,1: Atrig,1: Redilos,1 million,,Mountains Scrub plains Urban Valleys
J-14,Kriekaal,,,,,"454,000",Searing,Duranium oceans Cooled ore and slag islands
J-14,Mathas,,,,,,,Rocky
J-14,Polyneus,,Galactic Empire New Republic,,,,,Jungles Mountains
J-14,Poviduze,,,,,,,
J-14,Shasfath,,,,,,,
J-14,Taratos,,,,,,,
J-14,Tasariq,,Galactic Republic Galactic Empire,1: Gyrlat,1,"74 million natives 100,000 non-natives",Temperate (crater bottoms) Hot and cool extremes (surface),Desert Craters
J-15,Barabaras,,,,,,,
J-15,Cel Amiin Cantons of Lahag,,,,,,,
J-15,Lahag Erli Cantons of Lahag,,,,,,,
J-15,Opitha Tren,,,,,,,
J-15,Pacara,,Resistance,,,,,
J-15,Sergia Kalakan,,,,,,,
J-15,Theal,,Galactic Empire,,,,,
J-15,Bayora,Extorin,,,,,,
J-15,Extorin Major,Extorin,,,,,,
J-15,Extorin Minor,Extorin,,,,,,
J-15,Cro-Akon Thuldin's,Grant,,,,,,
J-15,Gandeid Trailing,Grant,,,,,,
J-15,Garen Thuldin's,Grant,,,,,,
J-15,Teriq Noi Trailing,Grant,,,,,,
J-15,Canyon,Montitian Grant,,,,,,
J-15,Montitia,Montitian Grant,,,,,,
J-15,Muqular,Montitian Grant,,,,,,
J-15,Quan-Shui,Montitian Grant,,,,,,
J-15,Saraf Cobar,Montitian Grant,,,,,,
J-15,TD-10036-EM-1271,Montitian Grant,,,,,,
J-15,Ring of Kafrene,Thand,,,,,,
J-15,Thandruss,Thand,,,,,,
J-15,Zenezia,Thand,,,,,,
J-16,Nilgaria Masla,,,,,,,
J-16,D'janis,Halm,,,,,,
J-16,Eeyyon,Halm,,,,,,
J-16,Halm,Halm,,,,,,
J-16,Petabys Station,Halm,,,,,,
J-16,Siriamp,Halm,,,,,,
J-16,"Black Delve, The",Har Worlds,,,,,,
J-16,Chyron,Har Worlds,,,,,,
J-16,Har Binande,Har Worlds,,,,,,
J-16,Philaxia,Har Worlds,,,,,,
J-16,Rellnas,Har Worlds,,,,,,
J-16,Hendrix,Iska,,,,,,
J-16,Threfal,Iska,,,,,,
J-16,Jidlor,Jidlor Marches,,,,,,
J-16,Praxat Sil,Jidlor Marches,,,,,,
J-16,Koba,Narrant,,,,,,
J-16,Riflor,Narrant,,,,,,
J-16,Alun,Oriolan,,,,,,
J-16,Drazkel,Oriolan,,,,,,
J-16,Oriolanis,Oriolan,,,,,,
J-16,Polomie,Oriolan,,,,,,
J-16,Saracor,Oriolan,,,,,,
J-16,Serelia,Oriolan,,,,,,
J-16,Werta,Oriolan,,,,,,
J-16,Serenity,Tashtor,,,,,,
J-16,Takodana,Tashtor,,,,,,
J-16,Tashtor Seneca,Tashtor,,,,,,
J-17,Almak Almak,,,,,,,
J-17,Jiaan Almak,,,,,,,
J-17,Minoth Masla,,,,,,,
J-17,Aldin,Aldino,,,,,,
J-17,Dallenor,Aldino,,,,,,
J-17,Dubrovia,Aldino,,,,,,
J-17,Iast,Aldino,,,,,,
J-17,Elbara,Elbaran,,,,,,
J-17,Entropian Hive,Elbaran,,,,,,
J-17,Hirsi,Elbaran,,,,,,
J-17,Kholes,Elbaran,,,,,,
J-17,Kirima,Elbaran,,,,,,
J-17,Parkella,Elbaran,,,,,,
J-17,Porchello,Elbaran,,,,,,
J-17,Tay'ah'loo,Elbaran,,,,,,
J-17,Gendius,Gendius,,,,,,
J-17,Lorta,Gendius,,,,,,
J-17,Paradise Station,Gendius,,,,,,
J-17,Quaensan Prime,Gendius,,,,,,
J-17,Switchmount,Gendius,,,,,,
J-17,Urthak,Gendius,,,,,,
J-17,Thaldo,Graador,,,,,,
J-17,Winagrew,Graador,,,,,,
J-17,Ravager's Rift,Iska,,,,,,
J-17,Beltire,Narrant,,,,,,
J-17,Narrant,Narrant,,,,,,
J-18,Lutrillia,Javin (Yarith),,,,,,
J-18,Shuldene,Javin (Yarith),,,,,,
J-18,Trionak,Javin (Yarith),,,,,,
J-18,Yarith,Javin (Yarith),,,,,,
J-18,Abridon,Koradin,,,,,,
J-18,Echerta,Koradin,,,,,,
J-18,Errimin,Koradin,,,,,,
J-18,Keskin,Koradin,,,,,,
J-18,Merokia,Koradin,,,,,,
J-18,Port Jerrell,Koradin,,,,,,
J-18,Pulassas Minor,Koradin,,,,,,
J-18,Tancon,Koradin,,,,,,
J-18,Tegrat,Koradin,,,,,,
J-18,Tiikae,Koradin,,,,,,
J-18,Varlinaar,Koradin,,,,,,
J-18,Winter's Edge,Koradin,,,,,,
J-18,Banvhar Station,Kriz,,,,,,
J-18,Gunthar,Kriz,,,,,,
J-18,Plavonia,Kriz,,,,,,
J-18,R'terleD'er,Kriz,,,,,,
J-18,Serolonis,Kriz,,,,,,
J-18,To'hok Neige,Kriz,,,,,,
J-18,Lissam,Rayter,,,,,,
J-18,Andraven,Wazta,,,,,,
J-18,Bitmus Cloud,Wazta,,,,,,
J-18,Cuthbern,Wazta,,,,,,
J-18,Fermic,Wazta,,,,,,
J-18,Greyman's Planet,Wazta,,,,,,
J-18,Kaderin,Wazta,,,,,,
J-18,Karinda,Wazta,,,,,,
J-18,Nefitifi,Wazta,,,,,,
J-18,Oko E,Wazta,,,,,,
J-18,Remitik,Wazta,,,,,,
J-18,Rex Strata,Wazta,,,,,,
J-18,Shard,Wazta,,,,,,
J-18,Slotern,Wazta,,,,,,
J-18,Wazta,Wazta,,,,,,
J-18,Zoph,Wazta,,,,,,
J-19,Chespea Rayter (Berenge),,,,,,,
J-19,Black Hole of Quintas,Kriz,,,,,,
J-19,Abrihom,Rayter,,,,,,
J-19,Bancar,Rayter,,,,,,
J-19,Dahvil,Rayter,,,,,,
J-19,Gastrula,Rayter,,,,,,
J-19,Karra,Rayter,,,,,,
J-19,Laim,Rayter,,,,,,
J-19,Leoxo,Rayter,,,,,,
J-19,Lurr,Rayter,,,,,,
J-19,Najarka,Rayter,,,,,,
J-19,Narg,Rayter,,,,,,
J-19,Nova Garon,Rayter,,,,,,
J-19,Pako Ramoon,Rayter,,,,,,
J-19,Salteract,Rayter,,,,,,
J-19,Shimmer,Rayter,,,,,,
J-19,Solem,Rayter,,,,,,
J-19,Verdi,Rayter,,,,,,
J-19,Amaxine Station,Tunka,,,,,,
J-19,Arath,Tunka,,,,,,
J-19,Borlov,Tunka,,,,,,
J-19,Rivoria,Tunka,,,,,,
J-20,Anoth,,,,,,,
J-20,Lust,,,,,,,
J-20,Cantros,Saijo,,,,,,
J-20,Chandar's Folly,Saijo,,,,,,
J-20,Dannamore,Saijo,,,,,,
J-20,Drup's Star,Saijo,,,,,,
J-20,Ishram Nebula,Seitia,,,,,,
J-20,Kellux,Seitia,,,,,,
J-20,Olabria,Seitia,,,,,,
J-21,Kinooine,,,,,,,
J-21,Livno,,,,,,,
J-21,Zonju,,Hutts,1: Zonju,,,,Deserts Mountains Valleys
J-21,Imynusoph,Kallea,,,,,,
K-2,Chrelythiumn,,,,,,,
K-2,Zeta 0-9,,Galactic Empire,,,,,
K-2,Nharqis'l,Veragi,,,,,,
K-2,Malanose,Veragi (Gree Enclave),,,,,,
K-2,Te Hasa,Veragi (Gree Enclave),,,,,,
K-3,Anorelga,Braxant,,,,,,
K-3,Anthan,Braxant,,,,,,
K-3,Bastion,Braxant,,,,,,
K-3,Bnar,Braxant,,,,,,
K-3,Ahakista,Myto,,,,,,
K-3,Artorias,Myto,,,,,,
K-3,Belladoon,Myto,,,,,,
K-3,Criton's Point,Myto,,,,,,
K-3,Dubrillion,Myto,,,,,,
K-3,Bescane,Obtrexta,,,,,,
K-3,Mulvar,Obtrexta,,,,,,
K-3,Agoliba-Tu,Veragi,,,,,,
K-3,Cilare,Veragi,,,,,,
K-3,Equanus,Veragi,,,,,,
K-3,Horizon Base,Veragi,,,,,,
K-3,Tulatharri Junction,Veragi,,,,,,
K-3,Asation,Veragi (Gree Enclave),,,,,,
K-4,Marmoth,Albarrio,,,,,,
K-4,Bisellia,Clacis,,,,,,
K-4,Cezith,Clacis,,,,,,
K-4,Endoraan,Clacis,,,,,,
K-4,Fodro,Clacis,,,,,,
K-4,Gwori,Clacis,,,,,,
K-4,Karka,Clacis,,,,,,
K-4,Korrus,Clacis,,,,,,
K-4,Kwevron,Clacis,,,,,,
K-4,Ord Sedra,Clacis,,,,,,
K-4,Praya,Clacis,,,,,,
K-4,Shramar,Clacis,,,,,,
K-4,Venestria,Clacis,,,,,,
K-4,Angor,Myto,,,,,,
K-4,Gabredor,Myto,,,,,,
K-4,Jamiri,Myto,,,,,,
O-5,Orowat,Myto,,,,,,
K-4,Fegorosk,Obtrexta,,,,,,
K-4,Jaemus,Obtrexta,,,,,,
K-4,Karavis,Obtrexta,,,,,,
K-4,Muunilinst,Obtrexta,,,,,,
K-4,Quanton,Obtrexta,,,,,,
K-4,"Twins, The",Obtrexta,,,,,,
K-4,Varvrona,Obtrexta,,,,,,
K-4,Ushmin,Relgim,,,,,,
K-4,Capza,Velcar,,,,,,
K-4,Entralla,Velcar,,,,,,
K-5,Albarrio,Albarrio,,,,,,
K-5,Ancathia,Albarrio,,,,,,
K-5,Anemcoro,Albarrio,,,,,,
K-5,Aris,Albarrio,,,,,,
K-5,Bar Neth,Albarrio,,,,,,
K-5,Dibrook,Albarrio,,,,,,
K-5,Gheia,Albarrio,,,,,,
K-5,Haverling,Albarrio,,,,,,
K-5,Jhosh,Albarrio,,,,,,
K-5,Morishim,Albarrio,,,,,,
K-5,Moskk,Albarrio,,,,,,
K-5,Mygeeto,Albarrio,,,,,,
K-5,Quintus,Albarrio,,,,,,
K-5,Reynon,Albarrio,,,,,,
K-5,Scipio,Albarrio,,,,,,
K-5,Sinjan,Albarrio,,,,,,
K-5,Todola,Albarrio,,,,,,
O-5,Altunna,Cassander,,,,,,
K-5,Caraxl,Cassander,,,,,,
K-5,Cassander,Cassander,,,,,,
K-5,Forsen,Cassander,,,,,,
K-5,Kaller,Cassander,,,,,,
K-5,Ord Canfre,Cassander,,,,,,
K-5,Sheh Soahi,Cassander,,,,,,
K-5,Biitu,Cassander (Tadrin),,,,,,
K-5,Garqi,Cassander (Tadrin),,,,,,
K-5,Minashee,Cassander (Tadrin),,,,,,
K-5,Monhudle,Cassander (Tadrin),,,,,,
K-5,Uvoss,Cassander (Tadrin),,,,,,
K-5,New Bakstre,Cassander (Tendrannan),,,,,,
K-5,Bampa'k,Prefsbelt,,,,,,
K-5,Borosk,Prefsbelt,,,,,,
K-5,Carlac,Prefsbelt,,,,,,
K-5,Kitaros Nebula,Prefsbelt,,,,,,
K-5,Ompersan,Prefsbelt,,,,,,
K-5,Prefsbelt,Prefsbelt,,,,,,
K-5,Yaga Minor,Prefsbelt,,,,,,
K-5,Yorgraxx,Prefsbelt,,,,,,
K-5,Ywllandr,Prefsbelt,,,,,,
K-5,Maelstrom Nebula,Relgim,,,,,,
K-6,Lonnaw Droma,,,,,,,
K-6,Smarck,Cademimu,,,,,,
K-6,Deadon,Dantus,,,,,,
K-6,Kemla,Dantus,,,,,,
K-6,Poressi,Dantus,,,,,,
K-6,Angrallia,Fath,,,,,,
K-6,Ardennia,Fath,,,,,,
K-6,Bittelari Cluster,Fath,,,,,,
K-6,Gonmore,Fath,,,,,,
K-6,JanFathal,Fath,,,,,,
K-6,Merikon,Fath,,,,,,
K-6,Miro,Fath,,,,,,
K-6,Ord Cantrell,Fath,,,,,,
K-6,Spaceport THX1138,Fath,,,,,,
K-6,Tangar,Fath,,,,,,
K-6,Wistril,Fath,,,,,,
K-6,Yarille,Fath,,,,,,
K-6,Elegasso,Irishi,,,,,,
K-6,Great Zilk,Irishi,,,,,,
K-6,Jaelen,Irishi,,,,,,
K-6,Obredaan,Irishi,,,,,,
K-6,Ord Tessebok,Irishi,,,,,,
K-6,Orinda,Irishi,,,,,,
K-6,Recluse's Nebula,Irishi,,,,,,
K-6,Selnesh,Irishi,,,,,,
K-6,Domgrin,Prefsbelt,,,,,,
K-6,Kareas,Prefsbelt,,,,,,
K-6,Magaveene,Prefsbelt,,,,,,
K-6,Ord Mynock,Prefsbelt,,,,,,
K-6,Otomok,Prefsbelt,,,,,,
K-6,Sparth,Prefsbelt,,,,,,
K-7,Abaarian Abaar,,,,,,,
K-7,Dohu Dohu,,,,,,,
K-7,Grehollo Manoe,,,,,,,
K-7,Manoe Manoe,,,,,,,
K-7,Paklarn Abaar,,,,,,,
K-7,T'olan Tiala,,,,,,,
K-7,Thory Prime Thory,,,,,,,
K-7,Traval-Pacor Pacor,,,,,,,
K-7,Tyan Tyan,,,,,,,
K-7,Baltizaar,Corthenia,,,,,,
K-7,Corthenia,Corthenia,,,,,,
K-7,Ipsidon,Corthenia,,,,,,
K-7,Maicombe,Corthenia,,,,,,
K-7,Oteroa,Corthenia,,,,,,
K-7,Ryarten,Corthenia,,,,,,
K-7,Zohakka,Corthenia,,,,,,
K-7,Frithia,Glythe,,,,,,
K-7,Ipellrilla,Glythe,,,,,,
K-7,Nentan,Glythe,,,,,,
K-7,Vortex,Glythe,,,,,,
K-8,Aphran,,,,,,,
K-8,Black Bantha,,,,,,,
K-8,Brightday,,New Republic,,,,,
K-8,Carratos,,Pirates Galactic Empire Yuuzhan Vong empire,,At least 2,,,Urban
K-8,Caursito,,,,,,,
K-8,Dix'thaar,,Alliance to Restore the Republic,,,,,
K-8,Gultanna Va di Gult,,,,,,,
K-8,Kalarassi,,,,,,,
K-8,M132L4,,,,,,,
K-8,Marquinn,,,,,,,
K-8,Meastrinnar,,Galactic Empire New Republic,,,,,
K-8,Mittoblade,,,,,,,
K-8,Neshtab Quohag,,,,,,,
K-8,Nithorni,,,,,,,
J-6,Noryokon,,,,,,,
K-8,Osara,,,,,,,
K-8,Persaya,,,,,,,
K-8,Protogeyser,,,,,,,
K-8,Raltac,,,,,,,
K-8,Sif-Uwana,,Alsakan Galactic Republic,,,,,
K-8,Sooncanoo,,,,,,,
K-8,Tantara,,,,,,,
K-8,Voltare,,Galactic Republic,,,,,
K-8,Waymancy,,,,,,,
K-8,Yetnis,,Galactic Empire,,,,,
K-8,Barenth,Drannik,,,,,,
K-8,Doshan,Drannik,,,,,,
K-8,Drannik,Drannik,,,,,,
K-8,Hartaga,Drannik,,,,,,
K-8,Paig,Drannik,,,,,,
K-8,Anduvia,Immalia,,,,,,
K-8,Arc of Eden,Immalia,,,,,,
K-8,Calumdarian,Immalia,,,,,,
K-8,Immalia,Immalia,,,,,,
K-8,Meldazar,Immalia,,,,,,
K-8,Vorian,Immalia,,,,,,
K-8,Whirl,The,,,,,,
K-8,Muzara,Trestis,,,,,,
K-8,Sif-Alula,Trestis,,,,,,
K-8,Upper Brightday,Trestis,,,,,,
K-9,Aaeton,,Galactic Republic,,,,,
K-9,Bolenia,,,,,,,
K-9,Borleias,,,,,,,
K-9,Cheeyoom Matee,,Alliance to Restore the Republic,,,,,
K-9,Coriallis,,New Republic,,,,,
K-9,Cortella,,,,,,,
K-9,Dachat,,Alsakan (during the Fifth Alsakan Conflict ) Nelori Marauders,,,,,
K-9,Darada,,Galactic Republic,,,,,
K-9,Denevar,,Galactic Empire House Paramexor,,,,,
K-9,Dolsan,,,,,,,
K-9,Duran,,,,,,,
K-9,Espinar,,,,,,,Caves
K-9,Gaios,,,,,,,
K-9,Galvoni,,,,,,,
K-9,Ghaina,,Galactic Republic,,,,,
K-9,Golkus,,,,,,,Farmland
K-9,Halpat,,,,,,,
K-9,Harix,,Galactic Empire,,,,,Forests Mountains
K-9,Hyabb Krenher,,,,,,,
K-9,Kar'a'katok,,,,,,Misty,
K-9,Kestavel,,,,,,Temperate,Canyons Cliffs
K-9,Melahna,,,,,,,
K-9,Merakai,,Galactic Empire,,,,,
K-9,Mirit,,Galactic Republic Confederacy of Independent Systems Galactic Empire New Republic Yuuzhan Vong,,,,,
K-9,Noquivzor,,Galactic Republic New Republic,,,0,Arid,Plains
K-9,Prekaz,,,,,,,
K-9,Ragoon,,,,,,,
K-9,Serule,,,,,,,
K-9,Svaaha,,,,,,,
K-9,Tanjay,,Galactic Republic,,,,,
K-9,Trallan,,New Republic,,,,,
K-9,Twith,,,,,,,
K-9,Venjagga,,,,,,,
K-9,Voon Krenher,,,,,,,
K-9,Duneeden,Corusca,,,,,,
K-9,Weerden,Corusca,,,,,,
K-9,Balfron,Dolomar,,,,,,
K-9,Caprioril,Dolomar,,,,,,
K-9,Dolomar,Dolomar,,,,,,
K-9,Kamparas,Dolomar,,,,,,
K-9,Pantolomin,Dolomar,,,,,,
K-9,Phorliss,Dolomar,,,,,,
K-9,Wor Tandell,Dolomar,,,,,,
K-9,Abonshee,Fakir,,,,,,
K-9,Alabash,Fakir,,,,,,
K-9,Callonia,Fakir,,,,,,
K-9,Doneer'so,Fakir,,,,,,
K-9,Fakir,Fakir,,,,,,
K-9,Flankers,Fakir,,,,,,
K-9,Halowan,Fakir,,,,,,
K-9,Iyuta,Fakir,,,,,,
K-9,Lorimax,Fakir,,,,,,
K-9,Mrisst,Fakir,,,,,,
K-9,Mycroft,Fakir,,,,,,
K-9,Palanhi,Fakir,,,,,,
K-9,Sarnikken,Fakir,,,,,,
K-9,Sinkar,Fakir,,,,,,
K-9,Tsukkia,Fakir,,,,,,
K-9,Vakkar,Fakir,,,,,,
K-9,Yirt-4138-Grek-12,Fakir,,,,,,
K-9,Charmath,Farrfin,,,,,,
K-9,Farrfin,Farrfin,,,,,,
K-9,Firro,Farrfin,,,,,,
K-9,Mamendin,Farrfin,,,,,,
K-9,Phraetiss,Farrfin,,,,,,
K-9,Teres Lutha Minor,Farrfin,,,,,,
K-9,Davnar,Kanchen,,,,,,
K-9,Pakrik,Kanchen,,,,,,
K-9,Xa Fel,Kanchen,,,,,,
K-9,Massiff,Nebula,,,,,,
K-9,Hoszh Iszhir,Uoti,,,,,,
K-9,Kvabja,Uoti,,,,,,
K-9,Makksre,Uoti,,,,,,
K-9,Torpris,Uoti,,,,,,
K-10,Alland,,Galactic Republic New Republic,,,,,
K-10,Aradia,,,,,,,
K-10,Bosch,,New Republic,,,,,
K-10,Canastra,,,,,,,
K-10,Coruschal,,,,,,,Urban
K-10,Endrolia,,,,,,,
K-10,Ensolica,,,,,,Frigid,Equatorial coniferous forests Ice wastes Tundra
K-10,Granna,,Galactic Empire,,,,,
K-10,Jevelet,,,,,,,
K-10,Norkronia,,,,,,,
K-10,Norne,,,,,,,
K-10,Ondos,,,,,,,
K-10,Osadia,,,,,,,Forest
K-10,Pizkoss,,Galactic Empire,,,,,
K-10,Prakith,,,,,,,Volcanic
K-10,Ruan,,Galactic Republic Galactic Empire New Republic,,,,,Fields
K-10,Salliche,,Galactic Republic,,,,,
P-18,Tallia,,,,,,,
K-10,Tamban,,Preedu III,,,,,
K-10,Tei-Untis,,,,,,,
K-10,Ucret,,,,,,,
K-10,Utharis,,New Republic,,,,,
K-10,Volgax,,The Crucible,,,,Humid,Mountains
K-10,Woqua,,,,,,,
K-10,Metellos,Corusca,,,,,,
K-10,Dandalas,Farlax,,,,,,
K-10,Doornik-1142,Farlax,,,,,,
K-10,Doornik-207,Farlax,,,,,,
K-10,Elcorth,Farlax,,,,,,
K-10,Faz,Farlax,,,,,,
K-10,Galantos,Farlax,,,,,,
K-10,Gotoma,Farlax,,,,,,
K-10,J't'p'tan,Farlax,,,,,,
K-10,Joruna,Farlax,,,,,,
K-10,Kktkt,Farlax,,,,,,
K-10,Kojash,Farlax,,,,,,
K-10,Kutag,Farlax,,,,,,
K-10,Morning's Bell,Farlax,,,,,,
K-10,N'zoth,Farlax,,,,,,
K-10,Nanta-Ri,Farlax,,,,,,
K-10,New Brigia,Farlax,,,,,,
K-10,Norat,Farlax,,,,,,
K-10,Orooturoo,Farlax,,,,,,
K-10,Pirol,Farlax,,,,,,
K-10,Polneye,Farlax,,,,,,
K-10,Prildaz,Farlax,,,,,,
K-10,Thobek,Farlax,,,,,,
K-10,Tholaz,Farlax,,,,,,
K-10,Tizon,Farlax,,,,,,
K-10,Tran Mariel,Farlax,,,,,,
K-10,Wakiza,Farlax,,,,,,
K-10,Wehttam,Farlax,,,,,,
K-10,Widek,Farlax,,,,,,
K-10,Z'fell,Farlax,,,,,,
K-10,Zhina,Farlax,,,,,,
K-10,Keeara Major,Koros,,,,,,
K-10,Kuar,Koros,,,,,,
K-10,Symbia,Koros,,,,,,
K-10,Cal-Seti,Torranix,,,,,,
K-10,Fresia,Torranix,,,,,,
K-10,Galand,Torranix,,,,,,
K-10,Worru'du,Torranix,,,,,,
K-11,Byss,,Galactic Empire,1,,,,
K-11,Odik,,,,,,,
K-12,Adikaria,,,,,,,
K-12,Badtibira,,,,,,,
K-12,Botor Botor Enclave,,,,,,,
K-12,Constancia,,,,,,,
K-12,Cortina,,New Republic,,,,,
K-12,Daupherm Daupherm States,,,,,,,
K-12,Dulvoyinn,,,,,,,
K-12,Gerrard,,(s) Sith Empire Imperial Military,,,,,
K-12,Gyosha,,Galactic Empire,,OrulShai III,,,
K-12,Iscno,,,,,,,
K-12,Kalist,,Galactic Empire,,,,,Rocky
K-12,Kerensik Botor Enclave,,,,,,,
K-12,Kler'terria,,,,,,,
K-12,Lialic,,,,,,,
K-12,Loedorvia Weemell,,,,,,,
K-12,Mauphin,,,,,,,
K-12,Pargaux,,,,,,,
K-12,Piton,,,,,,,
K-12,Siola,,,,,,,
K-12,Thebeon,,,,,,,
K-12,Thracior,,,,,,,
K-12,Vagneria,,,,,,,
K-12,Zamael,,,,,,,
K-13,Abregado,,,,,,,
K-13,Barbadel,,,,,,,
K-13,Bardotta Shasos,,,,,,,
K-13,Beledeen,,,,,,,
K-13,Belgaroth,,Galactic Republic Galactic Empire Zero Command New Republic,2: Matanya A ( orange ) and Matanya B (yellow),2: Tregan and Tyrel,10 million: 90% Human 10% other,Temperate,"Inhospitable mountains, with an occasional hill, plain, or valley Urban Rocky deserts"
K-13,Clabron,,,,At least 2,,,
K-13,Cobal,,Jedi Order,,,,,
K-13,Cuvacia,,,,,,,
K-13,Cydorria,,,,,,,
K-13,Dentaal,,Galactic Republic Galactic Empire,,,Modern: none Historic: 10 billion,,Rainforests Caves
K-13,Dihneral,,,,,,,
K-13,Dordolum,,New Republic,,,,,
K-13,Halcyon,,Chandrila Star Line Hutt Clan Galactic Empire,,,,,
K-13,Karltonia,,,,,,,
K-13,Ketz,,,,,,,Jungle
K-13,Kloodavia,,,,,,,
K-13,Niele,,,,,,,
K-13,Omar,,Galactic Empire Zaarin coup forces,,,,,
K-13,Ophideraan,,Serpent Masters,,At least two,,,Desert Rocky canyons Sinkholes
K-13,Pyros,,Galactic Republic,,,,,
K-13,Rena,,(s) Jedi Order,,,,,
K-13,Steelious,,,,,,,
K-13,Tangrada-Nii,,,,,,,
K-13,Vaykaaris,,,,,,,
K-13,Voolukaria,,,,,,,
K-13,Vrakolia,,,,,,,
K-13,Wecacoe,,Galactic Empire,,,,,Deserts
K-13,Whelori,,,,,,,
K-13,Yarrv,,Galactic Republic Galactic Empire,,,,Tropical,Jungles Oceans
K-13,Zenox,Cluster,,,,,,
K-13,Illodia,Illodia,,,,,,
K-13,Sarpazia,Illodia,,,,,,
K-13,Wellsia,Illodia,,,,,,
K-13,Qixoni,Nebula,,,,,,
K-13,Kooda Herglic,Space,,,,,,
K-14,Biskar,,,,,,,
K-14,Dhen-Moh,,,,,,,
K-14,Dragon Void Gomar,,,,,,,
K-14,Dulin,,,,,,,
K-14,Fennesa,,,,,,,
K-14,Fnessal,,,,,,,
K-14,Ithica,,,,,,,
K-14,Kudo Corvair,,,,,,,
K-14,Kyrouac,,Galactic Empire,,,,,
K-14,Ord Pentala,,Galactic Republic,,,,,
K-14,Pa Tho,,,,,,,
K-14,Praidaw,,,,,,,
K-14,Slession,,,,,,,
K-14,Station Zeta,,,,,,,
K-14,Trevura,,Galactic Empire,,,,,
K-14,Tujiamoor,,,,,"At least 400,000 (c. 11 ABY )",,
K-14,Vagadarr,,,,,,,
J-3,Xerthia,,,,,,,
K-14,Yn,,New Republic,,,less than 1 million (c. 25 ABY ),,
K-14,Zaxxovia Gomar,,,,,,,
K-14,Plin,Minor,,,,,,
K-15,Billaron Chitargarh,,,,,,,
K-15,Pioku Trans-Jardeen,,,,,,,
K-15,Skree Chitargahr,,,,,,,
K-15,Calabosh,Arc d'Stot,,,,,,
K-15,Haneli,Arc d'Stot,,,,,,
K-15,New Balosar,Arc d'Stot,,,,,,
K-15,Rekelos,Arc d'Stot,,,,,,
K-15,Silunes,Arc d'Stot,,,,,,
K-15,Ghoba,Chitarghar,,,,,,
K-15,Gholondreine,Chitarghar,,,,,,
K-15,Solibus,Chitarghar,,,,,,
K-15,Agash,Great Agash,,,,,,
K-15,Maleinator,Great Agash,,,,,,
K-15,Parau,Great Agash,,,,,,
K-15,Azum,Itopol,,,,,,
K-15,Gibraal,Itopol,,,,,,
K-15,Llon Nebulae,Itopol,,,,,,
K-16,Jardeen Trans-Jardeen,,,,,,,
K-16,Stennaros Har Worlds (Stennes),,,,,,,
K-16,Etorasp,Hakartha,,,,,,
K-16,Hakartha,Hakartha,,,,,,
K-16,Altano,Piryn Shar,,,,,,
K-16,Bray,Piryn Shar,,,,,,
K-16,Cianap,Piryn Shar,,,,,,
K-16,Natalon,Piryn Shar,,,,,,
K-16,Noe'ha'on,Piryn Shar,,,,,,
K-16,Ohratuu,Piryn Shar,,,,,,
K-16,Vincorba,Piryn Shar,,,,,,
K-16,Balis-Baurgh,Sombure,,,,,,
K-16,Barcaria,Sombure,,,,,,
K-16,Ichtor,Sombure,,,,,,
K-16,Mrinzebon,Sombure,,,,,,
K-16,Copperline,Vatha,,,,,,
K-16,Edatha,Vatha,,,,,,
K-16,Nordis Prime,Vatha,,,,,,
K-16,Vulpinus Nebula,Vatha,,,,,,
K-16,Blutopia,Vensensor,,,,,,
L-13,Calonica,Vensensor,,,,,,
K-16,Goratak,Vensensor,,,,,,
K-16,Ivarujar,Vensensor,,,,,,
K-16,Pendari,Vensensor,,,,,,
N-3,Sarrish,Vensensor,,,,,,
K-16,Tar Morden,Vensensor,,,,,,
K-16,Betthanie,Wornal,,,,,,
K-16,Bomis Koori,Wornal,,,,,,
K-16,Ghost Moon,Wornal,,,,,,
K-16,Kriselist,Wornal,,,,,,
K-16,Naratar,Wornal,,,,,,
K-17,Feris,Agarix,,,,,,
K-17,Ishbix,Agarix,,,,,,
K-17,Ixzinia,Agarix,,,,,,
K-17,Pyjridj,Agarix,,,,,,
K-17,Kaump,Bruanii,,,,,,
K-17,Quamar,Bruanii,,,,,,
K-17,Chroman,D'Aelgoth,,,,,,
K-17,Feenix,D'Aelgoth,,,,,,
K-17,Tallaso,D'Aelgoth,,,,,,
K-17,Geal,Gendius,,,,,,
K-17,Cimarosa,Irnaj,,,,,,
K-17,Ebenmal,Irnaj,,,,,,
K-17,Feather Nebula,Irnaj,,,,,,
K-17,Keltos,Irnaj,,,,,,
K-17,Miztoc,Irnaj,,,,,,
